"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"323",0,0,114,168,202,271,341,375,454,504,0,0,0,0,0,21,0,0,0,38
"324",0,62,122,172,260,284,341,408,460,523,0,0,0,20,11,0,0,0,0,0
"325",0,0,135,0,236,311,349,412,471,510,0,0,0,0,0,18,25,19,15,39
"326",0,0,0,173,227,296,349,414,468,498,35,59,20,41,38,38,12,0,0,49
"327",0,0,0,172,240,0,0,0,458,511,22,32,22,0,0,0,0,21,31,49
"328",0,0,0,0,0,259,0,359,406,487,0,52,14,40,0,0,0,0,0,43
"329",0,61,0,0,0,0,332,355,440,514,0,0,0,0,0,28,17,18,26,56
"330",0,67,122,176,0,0,0,0,0,0,0,0,15,47,27,0,0,0,0,0
"331",10,59,0,176,226,288,352,406,452,476,0,0,0,0,30,0,0,0,0,0
"332",15,65,124,0,244,0,336,401,466,507,0,0,0,0,0,0,0,0,0,45
"333",0,0,135,169,0,0,0,406,462,505,0,0,0,0,0,0,0,0,20,48
"334",9,64,144,191,268,305,344,404,432,0,0,0,0,0,28,42,29,16,0,0
"335",0,0,0,0,0,284,344,396,452,481,34,57,25,50,31,43,0,0,0,0
"336",0,0,122,167,0,235,330,388,0,478,0,0,0,0,28,0,0,0,0,0
"337",13,0,118,0,222,0,0,371,403,511,39,59,27,59,44,38,20,15,20,58
"338",7,68,112,147,238,277,348,409,0,475,26,46,11,0,0,0,21,17,25,43
"339",0,0,113,0,0,282,360,403,0,503,0,0,0,0,0,0,0,0,0,0
"340",0,0,117,191,207,0,0,416,472,530,35,57,0,46,0,0,0,0,0,0
"341",0,0,0,0,229,299,368,398,466,505,0,0,0,0,18,0,15,18,30,52
"342",6,61,135,183,235,295,348,409,429,482,0,0,0,0,27,0,16,0,0,0
"343",0,0,0,176,231,296,342,394,457,482,26,42,19,46,0,0,0,0,0,47
"344",0,0,0,0,210,293,339,403,447,491,0,0,0,0,0,0,0,0,0,0
"345",0,0,0,0,0,0,0,386,426,476,21,0,0,0,31,37,18,22,32,51
"346",0,0,0,192,248,272,353,367,448,512,26,52,16,52,41,30,19,20,0,49
"347",8,59,128,176,246,287,351,425,453,504,0,0,0,0,0,0,0,0,0,0
"348",0,0,120,181,230,0,326,392,447,468,0,0,0,0,0,30,0,18,25,37
"349",0,0,0,0,0,0,342,398,461,487,0,0,0,0,0,27,15,0,0,53
"350",0,0,0,0,0,0,0,0,406,468,0,0,0,38,0,0,0,0,0,0
"351",0,0,116,158,235,308,356,392,457,520,40,52,17,20,32,0,0,0,0,34
"352",0,0,113,170,228,281,330,410,449,488,48,55,17,17,25,43,46,48,21,0
"353",8,73,127,0,217,253,315,418,472,506,0,0,0,13,28,0,33,0,0,0
"354",0,65,103,171,0,0,324,0,445,515,0,0,0,0,0,42,42,43,0,0
"355",0,0,0,165,0,294,349,407,446,489,41,46,0,0,0,0,0,0,22,0
"356",0,0,0,0,0,0,0,361,0,462,32,54,19,14,31,47,32,45,20,48
"357",0,0,109,0,0,0,0,0,0,510,0,0,0,0,0,0,32,0,21,41
"358",0,62,130,163,233,267,324,371,430,491,0,0,0,0,0,0,35,42,0,0
"359",0,49,126,179,0,0,310,0,407,507,0,0,10,0,20,56,0,0,0,0
"360",0,63,131,193,233,257,322,378,447,528,47,51,12,0,20,0,0,39,20,0
"361",0,0,0,176,0,276,352,426,474,489,0,0,0,10,27,51,49,52,18,40
"362",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,26,0,43
"363",0,68,123,191,244,303,371,434,474,467,0,0,0,0,0,0,0,43,19,30
"364",8,0,0,170,231,282,327,430,479,546,0,0,12,0,0,0,0,48,23,49
"365",5,0,0,0,0,0,331,0,453,463,0,0,0,0,23,51,35,0,13,45
"366",0,0,108,165,217,0,339,367,428,518,0,0,0,0,0,0,0,0,0,37
"367",13,78,123,174,193,0,0,0,440,490,50,53,16,0,27,0,30,0,16,40
"368",15,74,141,211,260,298,340,398,447,528,0,0,9,0,0,0,0,0,18,39
"369",0,0,0,0,0,0,0,397,0,0,42,0,14,12,30,59,42,47,0,40
"370",0,0,0,0,0,0,0,360,441,507,0,28,10,15,20,0,0,0,20,44
"371",0,0,0,169,0,0,0,384,451,0,39,0,0,0,26,0,0,0,0,0
"372",0,73,133,174,0,0,325,391,444,512,0,0,0,0,0,0,28,57,28,43
"373",0,0,106,175,233,260,314,389,477,494,0,0,13,0,0,0,0,37,0,0
"374",0,0,0,0,0,251,347,372,449,539,0,0,6,0,0,0,0,44,0,0
"375",0,0,123,182,237,291,341,399,433,485,0,0,0,0,0,0,0,39,15,42
"376",0,0,0,0,0,255,338,0,0,0,0,32,43,26,0,0,0,11,0,0
"377",0,0,110,0,0,0,329,405,447,479,0,0,0,0,0,17,0,0,0,26
"378",0,0,0,0,0,303,337,392,441,505,0,0,40,0,53,22,31,17,44,35
"379",0,0,0,0,0,0,311,352,462,519,36,50,46,0,0,0,0,6,43,26
"380",0,0,0,0,0,0,310,372,414,0,37,36,0,0,0,0,0,0,0,0
"381",0,69,119,168,0,0,299,364,422,0,36,0,51,37,61,34,33,20,54,39
"382",0,0,0,167,232,279,315,405,463,520,0,40,0,0,0,0,0,0,0,0
"383",0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0
"384",0,0,0,0,0,0,0,0,423,490,37,44,55,0,0,26,27,14,0,0
"385",0,61,0,0,199,265,315,0,446,488,0,0,0,0,0,0,0,0,0,22
"386",0,0,119,168,231,283,358,400,439,0,45,55,63,26,49,0,0,0,33,0
"387",0,67,133,187,231,280,334,398,442,474,0,0,0,0,0,0,0,0,0,0
"388",0,0,0,0,0,0,0,368,443,484,0,40,0,0,47,23,0,0,0,0
"389",10,63,119,198,225,305,320,366,413,479,0,0,0,0,0,22,0,0,0,0
"390",10,0,0,0,0,263,347,419,466,529,0,0,44,27,0,0,17,0,0,0
"391",0,0,104,167,0,0,349,420,460,510,0,0,46,33,61,17,0,0,0,0
"392",15,66,144,192,243,285,352,404,475,510,33,52,51,29,0,0,17,0,35,0
"393",0,0,0,168,194,0,324,365,0,0,0,31,56,33,39,0,0,0,0,31
"394",0,0,106,154,216,291,333,0,0,0,0,42,0,0,0,20,0,0,0,0
"395",0,0,0,0,208,0,0,335,449,494,27,0,0,0,0,0,0,0,0,27
"396",0,0,120,190,0,0,333,373,484,544,0,0,43,0,0,0,0,12,41,0
"397",0,72,113,162,0,281,343,406,470,521,0,0,0,0,43,0,26,9,42,26
"398",0,62,123,182,229,265,341,381,428,505,32,0,0,0,0,0,0,0,0,17
"399",0,0,117,193,222,261,0,384,422,0,29,37,46,21,56,21,0,14,47,30
"400",0,0,0,0,0,0,312,379,451,502,0,0,0,0,0,0,0,13,0,0
"401",0,0,119,0,0,280,323,378,446,512,48,52,29,27,30,27,45,33,0,0
"402",0,59,0,0,215,278,336,0,451,509,0,0,17,0,0,19,47,33,0,0
"403",0,0,116,167,219,275,340,397,443,435,43,44,23,25,43,31,0,24,0,0
"404",0,0,104,174,217,304,347,416,412,497,0,45,17,14,36,19,48,40,0,43
"405",0,0,115,186,239,311,357,392,426,510,0,0,15,0,0,0,0,0,0,0
"406",0,64,119,169,214,0,313,0,437,479,40,44,27,16,0,16,0,0,36,35
"407",0,0,0,0,0,275,381,425,449,0,50,37,0,0,0,0,0,0,0,0
"408",0,54,117,169,249,0,318,392,457,479,0,39,25,18,31,16,47,40,0,0
"409",0,0,0,0,213,280,341,401,449,483,0,40,13,20,35,0,42,46,33,47
"410",0,0,0,0,0,280,314,347,458,504,0,37,22,0,0,0,0,0,0,39
"411",0,56,0,0,239,276,321,350,0,472,0,0,0,0,23,21,0,0,0,0
"412",0,0,0,0,0,273,339,387,0,469,48,0,17,26,24,19,0,0,0,0
"413",0,0,0,186,219,287,348,399,442,507,0,0,16,23,35,25,0,29,0,0
"414",0,0,0,170,225,286,330,371,0,510,44,48,26,27,30,0,0,0,0,0
"415",11,0,0,162,0,0,319,393,428,490,0,0,0,0,0,0,0,32,31,0
"416",0,0,0,178,225,279,362,419,443,513,0,0,0,0,0,0,35,39,33,0
"417",18,73,116,200,263,299,333,413,455,484,47,0,0,23,32,0,0,0,0,55
"418",0,0,0,165,237,285,367,436,477,527,45,0,0,0,23,0,0,42,43,47
"419",9,69,132,186,233,301,342,396,0,0,46,0,0,14,0,0,43,46,42,59
"420",0,62,0,0,229,278,348,406,465,502,44,38,0,0,0,0,0,0,0,0
"421",0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",13,0,127,178,0,0,329,349,430,0,0,0,0,0,0,0,33,36,33,51
"423",19,78,128,174,222,268,372,432,475,504,0,58,25,33,40,25,39,29,0,0
"424",0,0,0,0,0,0,343,383,0,0,41,53,19,0,0,0,0,0,0,54
"425",6,0,100,166,0,0,0,0,436,471,41,0,0,0,27,0,33,0,0,0
"426",0,0,0,169,220,0,0,0,0,0,0,0,0,0,31,22,21,55,33,12
"427",0,61,110,175,222,0,330,388,438,511,0,0,0,44,36,29,29,47,20,13
"428",0,57,126,163,220,268,326,423,449,489,53,23,51,0,0,0,0,0,0,0
"429",7,57,132,0,0,276,0,362,406,499,0,0,0,0,0,0,0,0,0,0
"430",0,0,0,0,226,278,335,403,461,509,0,0,48,37,34,26,23,43,0,10
"431",0,65,114,169,222,0,338,0,0,0,0,0,0,0,0,0,0,0,30,10
"432",0,0,0,0,0,0,330,407,453,474,0,0,0,0,0,0,0,0,0,0
"433",0,60,102,0,0,0,0,363,418,511,0,0,0,0,0,20,22,0,0,0
"434",10,73,137,181,213,0,321,0,429,483,0,0,0,0,29,0,0,0,0,0
"435",0,0,0,172,242,276,358,396,454,489,38,23,0,0,0,0,26,42,29,15
"436",14,0,0,0,0,0,0,398,459,489,31,23,0,36,0,25,29,44,35,11
"437",16,67,148,185,258,310,353,394,446,486,0,16,43,32,40,25,0,0,0,0
"438",0,0,0,172,208,0,0,0,0,0,0,0,0,0,0,0,24,0,25,8
"439",0,0,0,0,0,260,321,0,457,503,0,0,0,0,0,0,0,0,0,0
"440",0,0,0,0,0,0,322,362,450,493,0,18,0,33,39,0,0,41,31,0
"441",0,0,117,164,222,289,347,400,449,486,0,0,0,0,37,25,28,0,0,10
"442",0,0,130,0,0,259,0,0,0,470,0,24,0,0,0,0,0,0,0,0
"443",0,0,150,177,226,268,307,384,441,489,0,0,43,37,0,0,0,37,27,14
"444",9,68,130,157,203,278,0,366,425,0,0,0,0,0,0,0,0,0,0,0
"445",0,0,117,176,232,289,324,419,498,526,39,0,0,0,27,17,0,42,0,0
"446",0,0,0,0,0,0,0,381,428,501,0,0,43,38,48,29,0,0,0,0
"447",0,59,109,171,226,293,353,405,432,499,47,0,0,0,0,0,0,0,0,0
"448",11,0,142,186,235,309,338,381,449,506,0,0,0,0,0,24,0,0,0,0
"449",0,0,0,0,0,0,332,373,0,0,0,0,0,35,0,0,0,0,0,8
"450",0,0,111,181,226,266,313,0,435,468,39,0,0,0,0,0,0,0,0,0
"451",0,0,0,178,232,311,376,417,461,543,0,41,53,44,0,43,0,0,0,0
"452",9,0,129,171,220,276,316,389,392,487,0,0,41,0,44,34,29,0,44,0
"453",0,0,105,148,0,300,336,381,428,495,52,47,53,0,37,0,0,0,38,0
"454",0,0,0,0,0,0,318,368,448,498,0,0,0,0,0,0,0,0,0,8
"455",0,0,127,180,226,262,356,418,449,496,54,40,55,0,0,0,0,0,0,0
"456",0,62,0,174,220,0,343,384,437,502,41,0,0,38,0,42,36,50,40,18
"457",0,0,0,163,0,0,360,387,426,494,44,0,0,0,36,33,0,36,0,0
"458",0,53,115,0,0,0,344,393,447,486,0,0,0,0,0,0,0,0,0,0
"459",0,0,0,171,247,293,373,424,476,534,0,0,0,0,0,0,0,0,0,0
"460",0,0,109,173,230,290,388,415,479,507,61,50,0,0,0,0,0,53,34,17
"461",0,0,98,0,0,0,322,406,466,486,0,50,50,46,0,0,0,0,0,0
"462",0,0,123,171,211,261,333,400,435,512,51,48,48,48,39,44,26,37,34,0
"463",12,57,124,175,233,286,342,367,0,478,0,0,56,0,0,0,0,0,0,0
"464",8,58,118,171,206,0,0,401,430,488,0,0,0,42,37,36,33,49,40,16
"465",13,64,107,187,257,300,346,360,0,483,40,32,0,0,0,0,0,0,0,0
"466",7,60,0,167,220,291,360,412,420,503,0,40,53,54,42,39,37,0,34,0
"467",16,74,109,151,228,287,367,419,483,524,46,39,58,0,39,35,0,0,45,19
"468",0,0,131,173,0,0,330,350,0,0,0,0,0,40,0,47,28,38,39,12
"469",0,0,0,0,0,0,319,0,441,480,0,0,0,0,0,0,18,40,34,21
"470",12,64,103,179,202,0,301,350,426,512,0,0,0,0,0,0,0,0,0,0
"471",0,76,119,165,0,0,0,0,0,492,0,42,0,0,0,32,0,0,33,18
"472",0,68,122,192,229,0,0,347,429,512,0,37,45,50,53,46,26,0,0,0
"473",0,0,0,142,214,262,334,347,0,0,0,0,48,0,41,52,36,40,0,0
"474",0,0,117,187,247,301,374,391,465,507,0,0,0,0,0,40,0,0,0,0
"475",0,0,119,156,0,0,288,0,0,0,47,48,52,0,34,39,30,45,32,10
"476",0,0,0,169,0,0,320,0,0,496,0,0,0,0,0,0,0,0,0,21
"477",0,0,0,163,211,289,328,0,0,458,0,38,0,42,14,36,20,33,39,0
"478",6,71,108,159,0,0,0,371,469,533,47,0,0,0,10,0,0,0,0,0
"479",0,0,109,165,226,296,329,397,407,0,0,0,0,0,0,26,0,0,0,0
"480",0,0,120,172,210,0,0,387,434,493,0,46,18,0,8,0,20,0,35,21
"481",0,0,0,0,226,295,313,354,427,515,52,0,0,46,16,31,22,37,48,25
"482",0,78,125,145,231,296,0,389,471,515,0,39,13,38,9,37,13,29,37,21
"483",0,0,0,0,201,299,344,392,459,483,0,0,22,52,16,28,0,0,0,0
"484",11,67,118,0,0,263,334,366,448,514,0,44,0,0,12,0,0,34,0,0
"485",10,0,115,0,197,0,304,0,0,0,0,0,21,50,0,0,0,0,0,18
"486",13,80,146,191,219,295,352,386,484,507,0,0,0,44,0,0,0,37,34,30
"487",0,0,110,0,0,0,0,378,451,518,0,0,14,0,0,0,0,26,0,0
"488",0,0,127,179,255,277,331,372,462,510,0,0,15,38,14,27,0,39,41,14
"489",0,0,0,0,214,277,343,413,454,501,0,0,16,0,5,34,18,36,40,0
"490",15,0,0,0,0,288,348,365,449,499,0,43,12,0,0,28,21,25,0,0
"491",0,0,0,0,0,0,0,0,411,0,55,52,20,0,0,0,0,34,0,21
"492",10,62,120,0,209,0,0,370,423,473,36,43,24,66,0,0,0,0,0,0
"493",0,0,119,155,0,0,322,385,454,504,47,44,0,35,0,22,25,39,38,0
"494",0,0,107,167,211,291,317,380,470,522,44,0,0,50,17,36,21,42,46,29
"495",0,0,119,157,213,267,317,373,417,494,61,57,16,0,0,0,0,0,0,15
"496",12,71,138,187,241,322,388,437,416,473,43,0,0,0,0,0,0,0,0,0
"497",8,67,114,0,0,295,364,408,467,526,51,0,0,0,0,0,0,0,0,0
"498",0,0,0,0,0,0,0,0,0,459,42,43,22,52,10,0,19,31,46,19
"499",0,0,0,0,220,0,285,376,0,468,0,0,0,49,0,0,0,0,0,22
"500",0,0,0,0,0,0,0,0,428,474,0,0,0,0,0,0,0,0,40,0
"501",0,0,0,179,212,0,311,388,0,0,0,0,39,0,32,0,0,0,0,0
"502",0,67,141,197,256,296,395,411,489,545,0,0,0,0,39,40,10,0,26,49
"503",0,0,116,154,247,271,324,375,502,510,40,59,0,35,39,43,11,34,11,34
"504",0,0,0,176,0,267,345,404,445,477,0,0,40,33,40,35,0,38,0,0
"505",0,57,0,0,229,0,0,360,417,0,32,40,40,0,0,0,0,0,0,0
"506",0,57,106,159,231,281,311,373,0,498,0,0,0,0,37,37,16,35,0,0
"507",0,60,100,154,202,276,324,366,0,0,0,0,0,0,0,0,0,0,0,0
"508",0,0,112,0,0,0,343,386,461,532,0,0,41,25,0,31,13,33,0,33
"509",0,0,0,0,0,0,315,395,413,496,36,44,48,41,36,41,20,38,20,0
"510",0,0,0,189,242,278,359,428,453,510,37,41,41,0,38,28,7,39,22,40
"511",0,0,0,0,215,280,341,416,480,516,38,32,0,0,0,0,0,0,0,0
"512",0,75,120,179,232,280,350,379,455,517,0,0,32,36,0,0,0,0,0,27
"513",0,0,0,0,191,0,332,388,401,482,44,0,0,37,44,39,15,38,21,41
"514",0,0,0,0,226,0,338,420,484,507,34,0,0,26,46,40,15,35,0,0
"515",0,0,0,173,0,304,364,414,473,525,0,0,0,0,0,0,0,0,24,45
"516",11,68,105,171,225,288,341,388,477,513,0,34,37,0,0,0,0,0,0,33
"517",0,74,128,171,234,326,330,403,450,0,0,43,48,0,0,0,0,0,0,0
"518",0,62,125,179,253,295,323,0,424,0,0,0,0,0,0,41,0,36,0,0
"519",0,0,0,165,232,0,330,0,419,475,0,0,30,23,0,0,6,0,0,38
"520",0,0,124,158,221,0,366,417,0,0,0,50,40,36,38,32,0,28,19,0
"521",0,57,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0
"522",0,0,125,167,197,244,326,418,491,522,27,44,0,0,28,36,13,39,18,0
"523",13,77,123,0,217,287,330,425,453,532,31,54,0,0,34,32,8,33,0,0
"524",0,59,0,161,224,0,353,395,424,457,40,0,0,0,0,0,0,35,0,0
"525",0,0,0,0,0,273,340,0,444,0,37,0,39,41,28,0,0,0,17,26
"526",0,0,116,164,0,0,334,351,384,0,0,0,0,0,0,0,6,0,26,31
"527",12,0,0,0,0,0,333,406,0,513,0,0,44,0,0,0,0,0,0,0
"528",15,65,117,196,239,299,361,415,455,526,0,0,0,0,0,0,12,0,39,30
"529",0,0,114,179,250,275,331,355,0,0,27,0,0,0,0,33,10,10,43,41
"530",0,0,105,155,242,288,369,405,459,497,0,0,0,0,0,19,0,0,0,0
"531",0,62,0,0,0,0,308,377,420,514,0,44,44,0,0,32,13,9,33,32
"532",0,0,124,194,243,280,0,0,456,518,31,41,0,16,21,0,0,19,45,0
"533",0,0,121,182,241,278,338,410,478,495,36,40,49,0,20,39,14,22,52,0
"534",0,60,108,167,0,270,0,402,438,493,0,0,0,14,14,44,10,15,52,35
"535",0,0,0,0,0,257,300,0,0,475,26,38,0,0,19,40,14,20,0,0
"536",0,0,116,167,236,309,324,397,447,483,0,30,0,12,0,0,0,0,0,27
"537",0,0,0,164,226,307,369,444,463,523,0,0,38,18,21,28,17,16,45,34
"538",0,0,115,186,230,294,341,388,457,486,0,0,0,0,0,0,12,9,44,40
"539",0,0,110,0,0,0,0,355,0,480,0,0,0,0,0,30,15,11,46,27
"540",0,0,0,155,0,0,0,377,0,487,31,42,0,0,0,0,9,0,0,21
"541",0,68,108,0,226,261,323,374,458,499,24,0,0,0,0,0,0,0,0,0
"542",11,63,108,0,0,0,0,0,0,0,0,0,35,0,18,0,0,0,39,22
"543",0,0,0,0,0,270,349,409,441,500,22,0,0,14,19,0,16,14,36,40
"544",0,69,119,169,226,293,341,398,467,506,24,0,42,17,0,0,0,0,40,28
"545",14,83,143,183,212,273,374,421,491,532,0,46,53,11,0,0,9,0,0,0
"546",0,66,123,168,226,300,324,0,0,0,0,0,0,0,0,0,0,10,50,34
"547",0,56,108,169,0,0,326,400,442,500,24,0,0,0,0,30,0,0,0,0
"548",8,0,0,0,0,0,0,0,0,481,0,0,0,0,15,41,0,0,0,0
"549",0,0,126,176,0,305,345,418,458,527,0,0,0,0,0,0,0,0,0,0
"550",0,0,0,168,245,303,379,411,464,480,0,41,44,20,19,42,13,10,41,24
"551",0,0,0,150,231,291,357,395,446,523,0,0,0,0,0,0,41,27,16,31
"552",0,0,0,179,242,303,330,393,459,537,26,0,0,0,0,31,41,29,23,38
"553",0,0,0,0,0,266,349,403,0,514,23,0,0,0,0,31,0,24,0,0
"554",14,0,0,0,0,0,323,404,431,501,0,0,18,12,0,0,0,0,0,41
"555",0,65,123,184,224,283,352,417,462,502,32,5,23,22,23,0,0,0,0,35
"556",0,0,0,166,0,0,316,407,461,0,0,0,0,0,0,0,0,0,0,0
"557",0,0,0,164,217,268,345,402,424,0,36,15,24,11,39,34,56,29,38,48
"558",0,0,103,142,224,0,333,0,447,467,0,8,21,0,0,0,0,0,11,0
"559",0,0,0,0,0,0,305,380,0,0,37,11,0,12,0,29,0,0,0,0
"560",0,62,120,180,0,0,350,388,445,500,29,10,23,0,0,29,42,0,0,0
"561",0,0,112,170,219,0,318,0,449,0,42,7,26,19,32,0,0,0,22,34
"562",10,66,125,166,0,0,316,397,438,508,0,0,0,0,0,0,0,0,0,0
"563",0,0,116,0,0,0,319,408,458,497,0,9,0,0,0,28,36,0,0,25
"564",0,0,0,159,0,0,0,0,0,0,0,0,0,7,0,0,44,25,17,0
"565",9,0,127,170,214,302,377,419,468,510,0,0,0,13,0,27,46,41,20,19
"566",0,0,126,169,0,0,0,0,435,501,0,9,16,13,32,0,40,27,0,32
"567",0,0,0,0,0,0,0,0,437,507,0,0,21,10,29,0,0,0,0,35
"568",0,0,119,180,227,268,337,380,438,508,0,9,21,13,31,0,0,0,0,0
"569",6,67,124,193,225,0,347,396,407,489,35,10,21,15,41,0,47,21,0,0
"570",0,0,98,0,0,0,0,0,0,0,43,10,25,19,38,31,48,22,0,0
"571",0,61,111,162,235,297,327,386,426,0,0,6,0,8,0,0,0,0,0,30
"572",0,0,104,169,231,253,0,0,412,507,38,13,21,15,34,31,39,24,17,0
"573",13,67,134,178,237,308,346,412,440,502,39,11,0,9,27,0,40,0,0,0
"574",0,73,142,169,0,0,360,386,417,500,0,0,17,17,36,0,43,31,23,34
"575",0,0,0,0,0,283,329,387,0,496,43,11,17,12,32,0,0,0,0,0
"576",0,0,112,171,250,294,364,413,489,511,0,0,0,0,0,0,0,43,0,0
"577",0,62,126,0,0,0,348,404,470,509,0,45,52,23,0,0,0,48,21,0
"578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"579",0,62,133,170,229,296,346,374,439,493,0,0,0,0,0,44,0,0,28,25
"580",0,58,116,172,235,0,333,389,0,0,37,38,0,0,0,57,22,0,20,22
"581",0,0,129,197,226,295,358,429,464,497,0,0,0,0,0,0,31,0,0,33
"582",9,80,130,176,176,0,331,352,421,495,0,0,0,0,44,47,33,39,26,22
"583",0,62,0,180,219,0,357,409,456,508,24,35,0,0,0,0,0,0,0,20
"584",14,70,123,166,0,0,343,386,429,0,27,0,0,0,0,0,0,0,0,0
"585",0,52,110,0,216,295,344,378,431,513,31,46,54,25,0,0,0,0,21,24
"586",0,0,113,0,214,287,332,0,448,492,0,0,46,20,0,50,33,47,0,0
"587",0,50,111,154,0,276,354,403,501,527,27,52,40,0,0,0,0,0,0,0
"588",0,0,128,0,0,0,336,394,0,0,33,60,65,22,29,46,25,37,33,22
"589",0,57,125,170,248,310,355,382,431,0,20,0,53,17,40,0,0,0,0,0
"590",7,52,0,0,0,261,336,377,446,0,0,0,46,26,32,0,0,0,0,22
"591",0,73,132,155,217,0,341,384,448,519,24,0,0,18,43,0,0,0,0,0
"592",0,0,0,0,0,0,313,411,0,488,23,50,46,14,0,0,0,0,28,24
"593",0,0,122,157,0,288,337,394,0,0,29,53,0,26,57,65,31,53,0,0
"594",0,0,120,0,0,259,314,373,0,478,38,35,46,23,0,0,0,0,0,0
"595",10,63,0,174,234,279,352,405,454,544,0,0,0,0,50,0,0,38,28,35
"596",0,0,110,0,218,313,371,411,448,515,28,0,0,0,0,0,0,0,0,0
"597",0,63,125,193,262,292,354,421,418,500,37,53,54,26,44,46,0,0,30,0
"598",0,0,123,180,241,284,336,404,447,489,0,0,37,12,0,0,26,49,27,19
"599",0,58,0,0,0,0,303,0,432,498,21,0,41,0,0,0,0,0,0,0
"600",10,0,118,0,0,0,326,409,436,488,20,0,0,14,44,46,41,42,25,0
"601",12,72,128,199,230,288,368,405,461,498,0,0,0,0,0,0,0,0,19,0
"602",0,0,122,0,0,267,327,0,452,527,43,20,13,28,0,0,0,45,0,18
"603",0,0,0,151,224,273,333,370,0,0,0,19,0,0,0,0,0,48,0,0
"604",0,0,120,174,240,253,331,427,468,497,0,0,0,40,36,12,33,39,0,28
"605",0,64,113,172,238,264,343,404,494,533,0,0,0,0,0,13,39,0,0,0
"606",0,0,106,166,0,0,344,414,458,482,0,0,0,0,41,14,0,0,21,25
"607",12,53,134,186,0,290,333,379,449,506,0,0,0,0,41,17,0,40,29,29
"608",0,63,111,163,223,272,322,0,433,511,39,0,0,0,36,22,38,52,21,0
"609",0,0,120,178,244,283,352,415,423,517,47,24,17,26,36,0,32,0,0,22
"610",0,0,0,0,230,294,319,364,424,0,0,0,0,0,0,9,0,0,0,9
"611",0,59,135,0,238,280,335,397,440,0,34,13,0,0,0,0,0,0,0,26
"612",0,0,119,0,0,0,345,390,451,515,0,0,11,0,0,0,0,0,0,0
"613",0,54,132,166,224,246,331,376,435,486,57,34,24,46,40,17,45,0,0,19
"614",11,67,137,180,220,278,335,391,471,532,0,0,15,0,0,0,0,0,0,20
"615",0,58,113,0,0,0,0,0,0,477,0,0,0,31,25,10,33,0,0,27
"616",0,0,0,0,228,296,360,421,478,517,28,0,14,0,0,0,0,0,0,21
"617",7,0,122,179,243,278,359,404,443,520,0,23,12,0,0,22,46,51,26,0
"618",6,67,129,180,190,299,357,390,466,512,40,0,0,0,0,0,28,0,0,0
"619",0,0,119,0,0,0,0,365,444,469,41,20,21,41,25,7,43,51,19,26
"620",0,75,136,196,226,273,338,0,425,499,41,21,0,0,30,10,0,0,0,0
"621",0,0,0,186,200,0,305,0,432,489,48,0,14,0,0,0,34,0,16,0
"622",0,0,112,0,198,302,341,387,466,519,33,0,0,0,0,0,0,0,0,0
"623",3,0,122,194,265,312,348,382,443,461,0,0,0,0,30,0,26,57,23,18
"624",0,0,124,156,0,269,347,399,456,496,38,27,16,0,0,0,0,0,0,0
"625",0,66,130,178,216,0,326,411,446,505,37,16,0,27,0,0,34,0,0,0
"626",0,0,0,0,0,0,341,381,428,484,37,16,38,27,0,19,44,40,0,10
"627",9,66,138,148,0,0,0,374,449,501,0,0,0,0,0,0,0,0,0,0
"628",0,64,119,180,244,302,354,377,427,509,31,0,0,20,27,0,0,0,0,0
"629",0,0,0,0,0,256,340,415,447,514,0,0,0,0,25,0,0,0,0,0
"630",0,0,117,178,223,241,311,0,0,476,0,0,0,0,16,0,43,56,9,0
"631",0,49,112,0,220,0,349,392,441,502,28,20,28,31,0,0,0,0,7,14
"632",0,0,0,193,250,295,361,416,444,0,0,19,0,0,0,0,0,46,12,18
"633",8,0,116,179,231,285,324,391,0,506,0,0,30,21,19,0,0,40,15,19
"634",0,60,105,0,231,307,336,389,445,504,0,0,0,24,0,0,0,0,10,12
"635",0,56,124,147,229,289,340,0,420,499,0,8,31,0,0,0,0,0,0,0
"636",0,0,0,151,0,262,344,378,0,0,42,21,27,0,0,0,0,0,7,18
"637",4,61,125,178,230,0,334,358,459,494,37,12,32,0,0,0,0,55,9,16
"638",0,0,97,167,230,277,321,373,426,508,0,0,24,29,16,20,0,54,11,18
"639",0,58,133,173,230,271,339,362,429,500,0,0,30,23,21,22,44,46,9,14
"640",0,0,0,168,0,286,333,377,442,512,36,0,0,0,0,0,0,0,0,0
"641",9,0,0,161,0,283,333,381,425,0,0,19,37,0,0,0,0,0,0,13
"642",0,0,119,168,255,265,360,420,458,563,34,17,33,31,26,20,38,52,11,11
"643",0,61,123,184,251,0,349,417,423,492,0,0,0,0,0,14,42,50,0,0
"644",13,39,126,176,249,281,354,401,0,503,0,10,0,0,0,0,37,45,0,0
"645",0,66,123,184,236,256,333,413,461,545,0,0,30,0,0,13,0,50,0,0
"646",6,0,111,172,240,0,325,378,475,504,0,0,0,0,0,12,0,45,0,0
